"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.189578600E1,-2.649490356E-2,8.083190918E-3,9.772577820E0
1.190583400E1,-3.023712158E-2,7.634124756E-3,9.777667236E0
1.191588100E1,-2.514770508E-2,1.646575928E-3,9.768536224E0
1.192592800E1,-2.035766602E-2,8.382568359E-3,9.774972839E0
1.193597500E1,-2.050735474E-2,4.490661621E-3,9.777367859E0
1.194602300E1,-3.053649902E-2,-2.395019531E-3,9.773775330E0
1.195607000E1,-2.694396973E-2,-2.993774414E-4,9.780211945E0
1.196611700E1,-2.948867798E-2,1.347198486E-2,9.782008209E0
1.197616400E1,-2.020797729E-2,8.532257080E-3,9.772428131E0
1.198621200E1,-1.930984497E-2,5.239105225E-3,9.777068481E0
1.199625900E1,-3.412902832E-2,6.286926270E-3,9.774074707E0
1.200630600E1,-2.574645996E-2,-1.496887207E-3,9.775721283E0
1.201635400E1,-2.409988403E-2,4.939727783E-3,9.781708832E0
1.202640100E1,-2.634521484E-2,6.586303711E-3,9.791139221E0
1.203644800E1,-2.110610962E-2,-1.047821045E-3,9.787247314E0
1.204649500E1,-2.664459229E-2,6.885681152E-3,9.777816925E0
1.205654300E1,-3.308120728E-2,8.981323242E-4,9.771380310E0
1.206659000E1,-3.083587646E-2,-5.987548828E-4,9.773475952E0
1.207663700E1,-2.529739380E-2,6.885681152E-3,9.778265991E0
1.208668400E1,-2.978805542E-2,3.742218018E-3,9.778415680E0
1.209673200E1,-2.829116821E-2,8.232879639E-3,9.776320038E0
1.210677900E1,-2.380050659E-2,7.484436035E-4,9.774374084E0
1.211682600E1,-2.619552612E-2,1.796264648E-3,9.770631866E0
1.212687300E1,-2.888992310E-2,-2.993774414E-4,9.779463501E0
1.213692100E1,-1.990859985E-2,6.137237549E-3,9.772577820E0
1.214696800E1,-2.200424194E-2,6.286926270E-3,9.776170349E0
1.215701500E1,-1.736389160E-2,8.232879639E-3,9.770482178E0
1.216706300E1,-2.365081787E-2,6.137237549E-3,9.780062256E0
1.217711000E1,-2.424957275E-2,3.143463135E-3,9.783804474E0
1.218715700E1,-2.844085693E-2,5.837860107E-3,9.769584045E0
1.219720400E1,-2.754272461E-2,6.137237549E-3,9.769134979E0
1.220725200E1,-2.948867798E-2,6.286926270E-3,9.777667236E0
1.221729900E1,-3.308120728E-2,6.286926270E-3,9.777068481E0
1.222734600E1,-3.008743286E-2,6.286926270E-3,9.774074707E0
1.223739300E1,-2.215393066E-2,-2.993774414E-4,9.778864746E0
1.224744100E1,-2.260299683E-2,1.047821045E-3,9.776769104E0
1.225748800E1,-2.724334717E-2,3.891906738E-3,9.767937469E0
1.226753512E1,-3.083587646E-2,8.232879639E-3,9.775272217E0
1.227758213E1,-1.930984497E-2,-6.586303711E-3,9.773026886E0
1.228763012E1,-2.155517578E-2,2.993774414E-3,9.775122528E0
1.229767713E1,-2.634521484E-2,7.185058594E-3,9.775421906E0
1.230772412E1,-2.859054565E-2,2.844085693E-3,9.780062256E0
1.231777213E1,-2.619552612E-2,1.197509766E-3,9.782157898E0
1.232781912E1,-2.859054565E-2,5.987548828E-3,9.766889648E0
1.233786613E1,-2.874023438E-2,1.002914429E-2,9.781708832E0
1.234791312E1,-3.173400879E-2,7.484436035E-4,9.778415680E0
1.235796113E1,-3.876937866E-2,9.729766846E-3,9.775122528E0
1.236800812E1,-2.664459229E-2,5.987548828E-3,9.779014435E0
1.237805513E1,-2.320175171E-2,2.694396973E-3,9.781858521E0
1.238810212E1,-2.290237427E-2,8.232879639E-3,9.773026886E0
1.239815013E1,-2.335144043E-2,7.334747314E-3,9.784552917E0
1.240819712E1,-2.065704346E-2,4.640350342E-3,9.783056030E0
1.241824413E1,-1.706451416E-2,2.395019531E-3,9.779762878E0
1.242829112E1,-2.230361938E-2,9.430389404E-3,9.773176575E0
1.243833913E1,-3.293151855E-2,1.466949463E-2,9.776769104E0
1.244838612E1,-2.814147949E-2,3.891906738E-3,9.772727509E0
1.245843313E1,-2.664459229E-2,2.544708252E-3,9.770182800E0
1.246848012E1,-2.694396973E-2,3.442840576E-3,9.780062256E0
1.247852813E1,-2.514770508E-2,-0.000000000E0,9.780960388E0
1.248857513E1,-2.918930054E-2,5.987548828E-3,9.774224396E0
1.249862213E1,-2.245330811E-2,1.017883301E-2,9.768985291E0
1.250867013E1,-1.796264648E-2,8.981323242E-4,9.788145447E0
1.251871712E1,-2.634521484E-2,-2.245330811E-3,9.781708832E0
1.252876413E1,-2.724334717E-2,1.122665405E-2,9.774224396E0
1.253881112E1,-3.173400879E-2,1.047821045E-2,9.770781555E0
1.254885913E1,-2.409988403E-2,3.293151855E-3,9.763297119E0
1.255890612E1,-2.888992310E-2,5.987548828E-3,9.772278442E0
1.256895313E1,-2.395019531E-2,2.245330811E-3,9.774224396E0
1.257900012E1,-2.724334717E-2,3.891906738E-3,9.788145447E0
1.258904813E1,-2.424957275E-2,8.232879639E-3,9.784552917E0
1.259909512E1,-2.454895020E-2,1.945953369E-3,9.777367859E0
1.260914213E1,-3.128494263E-2,3.742218018E-3,9.779912567E0
1.261919012E1,-2.679428101E-2,-6.286926270E-3,9.778565369E0
1.262923713E1,-3.472778320E-2,-7.484436035E-4,9.771979065E0
1.263928412E1,-2.859054565E-2,5.388793945E-3,9.784852295E0
1.264933113E1,-2.589614868E-2,7.334747314E-3,9.783355408E0
1.265937912E1,-3.382965088E-2,6.586303711E-3,9.780062256E0
1.266942613E1,-2.784210205E-2,6.286926270E-3,9.770931244E0
1.267947312E1,-2.110610962E-2,8.831634521E-3,9.783654785E0
1.268952013E1,-2.739303589E-2,4.340972900E-3,9.767787781E0
1.269956812E1,-2.888992310E-2,5.388793945E-3,9.769584045E0
1.270961513E1,-2.619552612E-2,3.891906738E-3,9.771230621E0
1.271966212E1,-3.083587646E-2,7.484436035E-4,9.779912567E0
1.272970913E1,-2.724334717E-2,5.837860107E-3,9.770182800E0
1.273975713E1,-2.170486450E-2,8.532257080E-3,9.780661011E0
1.274980413E1,-2.529739380E-2,1.556762695E-2,9.776320038E0
1.275985113E1,-2.484832764E-2,6.137237549E-3,9.775721283E0
1.276989812E1,-2.065704346E-2,3.442840576E-3,9.782157898E0
1.277994613E1,-1.960922241E-2,-1.496887207E-4,9.778116302E0
1.278999312E1,-2.350112915E-2,-1.496887207E-4,9.776469727E0
1.280004013E1,-2.380050659E-2,1.796264648E-3,9.775571594E0
1.281008812E1,-2.305206299E-2,-0.000000000E0,9.772278442E0
1.282013513E1,-1.930984497E-2,8.382568359E-3,9.766889648E0
1.283018212E1,-2.948867798E-2,3.891906738E-3,9.772428131E0
1.284022913E1,-3.427871704E-2,8.083190918E-3,9.769733734E0
1.285027712E1,-2.963836670E-2,4.640350342E-3,9.785750427E0
1.286032413E1,-3.412902832E-2,5.837860107E-3,9.774673462E0
1.287037112E1,-2.888992310E-2,6.137237549E-3,9.766440582E0
1.288041813E1,-3.457809448E-2,8.532257080E-3,9.778116302E0
1.289046612E1,-3.487747192E-2,7.185058594E-3,9.764943695E0
1.290051313E1,-2.365081787E-2,5.688171387E-3,9.767039337E0
1.291056012E1,-2.739303589E-2,8.831634521E-3,9.775870972E0
1.292060713E1,-3.382965088E-2,1.002914429E-2,9.773775330E0
1.293065512E1,-2.170486450E-2,6.436614990E-3,9.782906342E0
1.294070213E1,-2.963836670E-2,7.933502197E-3,9.780810699E0
1.295074912E1,-2.724334717E-2,5.239105225E-3,9.780062256E0
1.296079713E1,-3.457809448E-2,4.490661621E-3,9.780361633E0
1.297084412E1,-2.454895020E-2,1.796264648E-3,9.780062256E0
1.298089113E1,-2.395019531E-2,1.496887207E-3,9.782307587E0
1.299093813E1,-2.065704346E-2,5.987548828E-4,9.783056030E0
1.300098613E1,-2.604583740E-2,7.035369873E-3,9.780661011E0
1.301103313E1,-3.068618774E-2,2.395019531E-3,9.780661011E0
1.302108012E1,-2.395019531E-2,2.395019531E-3,9.777218170E0
1.303112713E1,-2.290237427E-2,2.694396973E-3,9.774523773E0
1.304117512E1,-2.544708252E-2,1.646575928E-3,9.776469727E0
1.305122213E1,-3.248245239E-2,5.688171387E-3,9.774972839E0
1.306126912E1,-1.721420288E-2,2.395019531E-3,9.779762878E0
1.307131613E1,-1.901046753E-2,3.592529297E-3,9.783056030E0
1.308136412E1,-2.978805542E-2,1.017883301E-2,9.778715057E0
1.309141113E1,-2.978805542E-2,5.388793945E-3,9.773475952E0
1.310145812E1,-2.769241333E-2,-1.496887207E-3,9.780211945E0
1.311150613E1,-2.275268555E-2,-1.796264648E-3,9.773026886E0
1.312155312E1,-2.140548706E-2,8.532257080E-3,9.773176575E0
1.313160013E1,-2.454895020E-2,7.484436035E-3,9.781409454E0
1.314164712E1,-3.158432007E-2,8.532257080E-3,9.783355408E0
1.315169513E1,-2.080673218E-2,8.232879639E-3,9.782157898E0
1.316174212E1,-2.529739380E-2,7.634124756E-3,9.773925018E0
1.317178913E1,-2.963836670E-2,8.981323242E-3,9.775421906E0
1.318183612E1,-2.170486450E-2,8.532257080E-3,9.775272217E0
1.319188413E1,-2.155517578E-2,1.107696533E-2,9.772727509E0
1.320193112E1,-2.604583740E-2,1.945953369E-3,9.778116302E0
1.321197813E1,-3.487747192E-2,-5.987548828E-4,9.771080933E0
1.322202513E1,-2.814147949E-2,5.388793945E-3,9.780211945E0
1.323207313E1,-2.125579834E-2,7.484436035E-4,9.775870972E0
1.324212013E1,-2.365081787E-2,6.885681152E-3,9.773925018E0
1.325216712E1,-3.203338623E-2,-0.000000000E0,9.781409454E0
1.326221513E1,-2.499801636E-2,-5.837860107E-3,9.774374084E0
1.327226221E1,-2.978805542E-2,1.496887207E-4,9.777966614E0
1.328230921E1,-2.350112915E-2,9.430389404E-3,9.782157898E0
1.329235621E1,-2.589614868E-2,7.634124756E-3,9.777816925E0
1.330240421E1,-3.128494263E-2,1.496887207E-4,9.776469727E0
1.331245121E1,-3.203338623E-2,-1.047821045E-3,9.776320038E0
1.332249821E1,-2.829116821E-2,-7.484436035E-4,9.778565369E0
1.333254521E1,-2.978805542E-2,7.185058594E-3,9.777966614E0
1.334259321E1,-2.844085693E-2,7.933502197E-3,9.778715057E0
1.335264021E1,-3.382965088E-2,-1.796264648E-3,9.779613190E0
1.336268721E1,-2.709365845E-2,8.981323242E-3,9.772877197E0
1.337273421E1,-2.814147949E-2,1.362167358E-2,9.783654785E0
1.338278221E1,-2.544708252E-2,4.640350342E-3,9.776320038E0
1.339282921E1,-2.170486450E-2,1.047821045E-3,9.776769104E0
1.340287621E1,-2.859054565E-2,2.993774414E-4,9.780361633E0
1.341292321E1,-2.963836670E-2,7.185058594E-3,9.777068481E0
1.342297121E1,-2.320175171E-2,8.083190918E-3,9.771380310E0
1.343301821E1,-2.754272461E-2,1.691482544E-2,9.766590271E0
1.344306521E1,-2.619552612E-2,8.083190918E-3,9.780661011E0
1.345311321E1,-2.140548706E-2,1.496887207E-4,9.777667236E0
1.346316021E1,-3.562591553E-2,2.245330811E-3,9.781259766E0
1.347320721E1,-2.634521484E-2,8.232879639E-3,9.783505096E0
1.348325421E1,-2.559677124E-2,-8.981323242E-4,9.782906342E0
1.349330221E1,-3.308120728E-2,-0.000000000E0,9.777816925E0
1.350334921E1,-3.158432007E-2,5.987548828E-4,9.775721283E0
1.351339621E1,-2.365081787E-2,3.293151855E-3,9.769284668E0
1.352344321E1,-2.350112915E-2,1.197509766E-3,9.779313812E0
1.353349121E1,-1.990859985E-2,4.939727783E-3,9.773775330E0
1.354353821E1,-1.960922241E-2,1.197509766E-3,9.779014435E0
1.355358521E1,-2.799179077E-2,-2.544708252E-3,9.765392761E0
1.356363221E1,-2.110610962E-2,2.993774414E-4,9.784403229E0
1.357368021E1,-2.948867798E-2,4.191284180E-3,9.781110077E0
1.358372721E1,-2.888992310E-2,7.933502197E-3,9.770631866E0
1.359377421E1,-2.649490356E-2,2.993774414E-4,9.770332489E0
1.360382221E1,-2.559677124E-2,6.436614990E-3,9.776769104E0
1.361386921E1,-1.766326904E-2,2.844085693E-3,9.775721283E0
1.362391621E1,-2.649490356E-2,5.239105225E-3,9.768087158E0
1.363396321E1,-3.008743286E-2,3.592529297E-3,9.770781555E0
1.364401121E1,-2.814147949E-2,6.436614990E-3,9.779164124E0
1.365405821E1,-2.395019531E-2,3.143463135E-3,9.776918793E0
1.366410521E1,-2.844085693E-2,7.933502197E-3,9.778565369E0
1.367415221E1,-4.146377563E-2,3.442840576E-3,9.781110077E0
1.368420021E1,-2.155517578E-2,4.340972900E-3,9.780361633E0
1.369424721E1,-1.990859985E-2,9.879455566E-3,9.780661011E0
1.370429421E1,-3.158432007E-2,1.122665405E-2,9.773326263E0
1.371434121E1,-2.829116821E-2,-3.442840576E-3,9.765692139E0
1.372438921E1,-1.362167358E-2,-7.484436035E-4,9.772428131E0
1.373443621E1,-2.439926147E-2,-4.041595459E-3,9.780361633E0
1.374448321E1,-2.903961182E-2,2.993774414E-4,9.784403229E0
1.375453121E1,-2.290237427E-2,6.137237549E-3,9.780062256E0
1.376457821E1,-2.694396973E-2,3.742218018E-3,9.771230621E0
1.377462521E1,-3.263214111E-2,2.844085693E-3,9.776320038E0
1.378467221E1,-2.454895020E-2,-7.484436035E-4,9.772278442E0
1.379472021E1,-3.323089600E-2,1.347198486E-3,9.772727509E0
1.380476721E1,-1.826202393E-2,1.017883301E-2,9.773625641E0
1.381481421E1,-2.574645996E-2,-1.945953369E-3,9.780361633E0
1.382486121E1,-2.993774414E-2,-1.945953369E-3,9.773925018E0
1.383490921E1,-2.948867798E-2,-3.293151855E-3,9.771679688E0
1.384495621E1,-3.098556519E-2,1.122665405E-2,9.785750427E0
1.385500321E1,-2.320175171E-2,7.783813477E-3,9.777667236E0
1.386505021E1,-3.128494263E-2,6.586303711E-3,9.776918793E0
1.387509821E1,-2.859054565E-2,6.885681152E-3,9.772877197E0
1.388514521E1,-3.218307495E-2,-1.347198486E-3,9.783355408E0
1.389519221E1,-2.694396973E-2,-8.981323242E-4,9.775272217E0
1.390523921E1,-2.215393066E-2,6.885681152E-3,9.770631866E0
1.391528721E1,-2.215393066E-2,7.933502197E-3,9.779613190E0
1.392533421E1,-2.679428101E-2,6.286926270E-3,9.772727509E0
1.393538121E1,-2.260299683E-2,5.089416504E-3,9.767937469E0
1.394542921E1,-1.841171265E-2,-3.293151855E-3,9.775272217E0
1.395547621E1,-2.574645996E-2,4.640350342E-3,9.777816925E0
1.396552321E1,-3.607498169E-2,8.232879639E-3,9.774074707E0
1.397557021E1,-2.589614868E-2,-2.245330811E-3,9.778116302E0
1.398561821E1,-3.173400879E-2,2.844085693E-3,9.773625641E0
1.399566521E1,-2.320175171E-2,7.035369873E-3,9.770482178E0
1.400571221E1,-2.005828857E-2,2.993774414E-3,9.779014435E0
1.401575921E1,-2.589614868E-2,2.993774414E-4,9.773775330E0
1.402580721E1,-3.098556519E-2,5.388793945E-3,9.781708832E0
1.403585421E1,-3.053649902E-2,1.107696533E-2,9.771080933E0
1.404590121E1,-3.068618774E-2,9.879455566E-3,9.765542450E0
1.405594921E1,-2.724334717E-2,9.580078125E-3,9.771230621E0
1.406599621E1,-3.532653809E-2,3.442840576E-3,9.778565369E0
1.407604321E1,-2.993774414E-2,-9.580078125E-3,9.777218170E0
1.408609021E1,-3.113525391E-2,3.891906738E-3,9.778265991E0
1.409613821E1,-2.679428101E-2,1.796264648E-3,9.768386536E0
1.410618521E1,-2.874023438E-2,6.286926270E-3,9.770033112E0
1.411623221E1,-2.829116821E-2,2.245330811E-3,9.771380310E0
1.412627921E1,-2.484832764E-2,7.484436035E-4,9.770033112E0
1.413632721E1,-2.185455322E-2,4.340972900E-3,9.772278442E0
1.414637421E1,-2.499801636E-2,5.239105225E-3,9.774972839E0
1.415642121E1,-2.215393066E-2,1.945953369E-3,9.780810699E0
1.416646821E1,-2.469863892E-2,4.191284180E-3,9.775272217E0
1.417651621E1,-2.275268555E-2,-5.987548828E-4,9.785301361E0
1.418656321E1,-2.829116821E-2,2.694396973E-3,9.772727509E0
1.419661021E1,-2.933898926E-2,6.286926270E-3,9.770332489E0
1.420665721E1,-2.814147949E-2,4.191284180E-3,9.781708832E0
1.421670521E1,-3.023712158E-2,5.837860107E-3,9.775421906E0
1.422675221E1,-2.365081787E-2,2.694396973E-3,9.779463501E0
1.423679921E1,-2.499801636E-2,1.945953369E-3,9.778265991E0
1.424684721E1,-1.362167358E-2,8.532257080E-3,9.780361633E0
1.425689421E1,-2.544708252E-2,7.634124756E-3,9.774673462E0
1.426694071E1,-2.859054565E-2,2.694396973E-3,9.768835602E0
1.427698771E1,-2.574645996E-2,6.137237549E-3,9.777517548E0
1.428703571E1,-1.616638184E-2,1.047821045E-2,9.776020660E0
1.429708271E1,-2.694396973E-2,7.035369873E-3,9.765841827E0
1.430712971E1,-2.649490356E-2,5.837860107E-3,9.767787781E0
1.431717671E1,-1.886077881E-2,2.245330811E-3,9.774224396E0
1.432722471E1,-2.439926147E-2,2.245330811E-3,9.780661011E0
1.433727171E1,-1.916015625E-2,7.484436035E-4,9.776619415E0
1.434731871E1,-3.023712158E-2,5.987548828E-4,9.776170349E0
1.435736571E1,-3.083587646E-2,1.002914429E-2,9.776020660E0
1.436741371E1,-2.619552612E-2,9.729766846E-3,9.778565369E0
1.437746071E1,-2.679428101E-2,-5.987548828E-4,9.772128754E0
1.438750771E1,-2.694396973E-2,3.143463135E-3,9.785151672E0
1.439755571E1,-1.826202393E-2,6.137237549E-3,9.774823151E0
1.440760271E1,-2.769241333E-2,-5.987548828E-4,9.784852295E0
1.441764971E1,-2.859054565E-2,3.293151855E-3,9.772577820E0
1.442769671E1,-3.427871704E-2,1.047821045E-3,9.764644318E0
1.443774471E1,-2.769241333E-2,4.340972900E-3,9.777517548E0
1.444779171E1,-2.963836670E-2,1.347198486E-3,9.775272217E0
1.445783871E1,-2.993774414E-2,8.532257080E-3,9.782307587E0
1.446788571E1,-2.664459229E-2,1.197509766E-3,9.776170349E0
1.447793371E1,-2.065704346E-2,4.191284180E-3,9.779014435E0
1.448798071E1,-2.619552612E-2,1.047821045E-3,9.777816925E0
1.449802771E1,-2.888992310E-2,5.987548828E-4,9.770182800E0
1.450807471E1,-3.263214111E-2,5.089416504E-3,9.769733734E0
1.451812271E1,-2.335144043E-2,3.143463135E-3,9.776170349E0
1.452816971E1,-1.826202393E-2,1.182540894E-2,9.787846069E0
1.453821671E1,-1.975891113E-2,3.742218018E-3,9.781110077E0
1.454826371E1,-2.529739380E-2,4.939727783E-3,9.773326263E0
1.455831171E1,-2.454895020E-2,3.742218018E-3,9.778715057E0
1.456835871E1,-3.143463135E-2,9.879455566E-3,9.784852295E0
1.457840571E1,-2.604583740E-2,8.083190918E-3,9.773625641E0
1.458845371E1,-1.945953369E-2,4.340972900E-3,9.776320038E0
1.459850071E1,-2.589614868E-2,-5.688171387E-3,9.781559143E0
1.460854771E1,-2.469863892E-2,3.891906738E-3,9.775421906E0
1.461859471E1,-3.263214111E-2,4.191284180E-3,9.780810699E0
1.462864271E1,-2.230361938E-2,1.646575928E-3,9.774823151E0
1.463868971E1,-2.320175171E-2,6.586303711E-3,9.769434357E0
1.464873671E1,-3.353027344E-2,6.137237549E-3,9.778415680E0
1.465878371E1,-2.978805542E-2,4.340972900E-3,9.776619415E0
1.466883171E1,-2.679428101E-2,-7.484436035E-4,9.776320038E0
1.467887871E1,-3.068618774E-2,1.796264648E-3,9.777068481E0
1.468892571E1,-1.781295776E-2,1.197509766E-2,9.776918793E0
1.469897271E1,-2.320175171E-2,6.735992432E-3,9.779164124E0
1.470902071E1,-3.981719971E-2,2.993774414E-3,9.779313812E0
1.471906771E1,-2.859054565E-2,3.891906738E-3,9.777068481E0
1.472911471E1,-1.736389160E-2,6.735992432E-3,9.772128754E0
1.473916171E1,-2.679428101E-2,1.377136230E-2,9.785151672E0
1.474920971E1,-2.933898926E-2,7.035369873E-3,9.776469727E0
1.475925671E1,-3.083587646E-2,7.035369873E-3,9.777517548E0
1.476930371E1,-2.963836670E-2,4.340972900E-3,9.776769104E0
1.477935171E1,-2.754272461E-2,8.232879639E-3,9.775272217E0
1.478939871E1,-2.709365845E-2,1.646575928E-3,9.775421906E0
1.479944571E1,-3.113525391E-2,1.152603149E-2,9.775571594E0
1.480949271E1,-2.814147949E-2,3.891906738E-3,9.769134979E0
1.481954071E1,-2.529739380E-2,-1.347198486E-3,9.775122528E0
1.482958771E1,-2.020797729E-2,2.095642090E-3,9.783505096E0
1.483963471E1,-2.320175171E-2,9.280700684E-3,9.767937469E0
1.484968171E1,-2.844085693E-2,3.592529297E-3,9.768536224E0
1.485972971E1,-3.158432007E-2,7.484436035E-4,9.777966614E0
1.486977671E1,-2.290237427E-2,-1.496887207E-4,9.779613190E0
1.487982371E1,-1.960922241E-2,9.580078125E-3,9.775421906E0
1.488987071E1,-2.095642090E-2,2.395019531E-3,9.775122528E0
1.489991871E1,-2.948867798E-2,-5.688171387E-3,9.771380310E0
1.490996571E1,-2.409988403E-2,-2.993774414E-4,9.766590271E0
1.492001271E1,-2.619552612E-2,-2.993774414E-4,9.766889648E0
1.493006071E1,-2.948867798E-2,1.302291870E-2,9.766290894E0
1.494010771E1,-3.338058472E-2,3.592529297E-3,9.770033112E0
1.495015471E1,-2.424957275E-2,1.945953369E-3,9.783056030E0
1.496020171E1,-2.903961182E-2,4.191284180E-3,9.778415680E0
1.497024971E1,-2.948867798E-2,5.538482666E-3,9.772428131E0
1.498029671E1,-1.826202393E-2,7.783813477E-3,9.781259766E0
1.499034371E1,-2.514770508E-2,8.831634521E-3,9.777816925E0
1.500039071E1,-2.634521484E-2,3.143463135E-3,9.771080933E0
1.501043871E1,-3.143463135E-2,1.646575928E-3,9.778864746E0
1.502048571E1,-2.110610962E-2,2.993774414E-4,9.778265991E0
1.503053271E1,-2.170486450E-2,4.340972900E-3,9.776769104E0
1.504057971E1,-3.023712158E-2,8.981323242E-3,9.772577820E0
1.505062771E1,-2.559677124E-2,8.981323242E-4,9.779313812E0
1.506067471E1,-3.083587646E-2,3.442840576E-3,9.780661011E0
1.507072171E1,-3.053649902E-2,-1.197509766E-3,9.768536224E0
1.508076871E1,-3.143463135E-2,4.340972900E-3,9.781858521E0
1.509081671E1,-3.023712158E-2,-7.484436035E-4,9.779313812E0
1.510086371E1,-3.308120728E-2,5.987548828E-4,9.782606964E0
1.511091071E1,-3.263214111E-2,3.293151855E-3,9.772128754E0
1.512095871E1,-1.556762695E-2,1.796264648E-3,9.768386536E0
1.513100571E1,-2.350112915E-2,8.083190918E-3,9.776320038E0
1.514105271E1,-2.529739380E-2,4.490661621E-3,9.776619415E0
1.515109971E1,-2.948867798E-2,-3.742218018E-3,9.772577820E0
1.516114771E1,-2.409988403E-2,9.430389404E-3,9.783804474E0
1.517119471E1,-2.589614868E-2,1.197509766E-3,9.774074707E0
1.518124171E1,-2.365081787E-2,1.002914429E-2,9.778864746E0
1.519128871E1,-2.604583740E-2,2.993774414E-4,9.777218170E0
1.520133671E1,-3.053649902E-2,-4.790039062E-3,9.778116302E0
1.521138371E1,-2.409988403E-2,5.837860107E-3,9.778864746E0
1.522143071E1,-1.990859985E-2,6.436614990E-3,9.773475952E0
1.523147771E1,-2.155517578E-2,1.347198486E-3,9.776320038E0
1.524152571E1,-2.604583740E-2,1.496887207E-4,9.767488403E0
1.525157271E1,-3.547622681E-2,7.484436035E-3,9.776918793E0
1.526161971E1,-3.023712158E-2,-4.490661621E-4,9.773925018E0
1.527166783E1,-2.380050659E-2,-2.095642090E-3,9.769584045E0
1.528171483E1,-2.619552612E-2,7.484436035E-4,9.777068481E0
1.529176183E1,-2.035766602E-2,7.933502197E-3,9.783954163E0
1.530180883E1,-2.574645996E-2,6.436614990E-3,9.777367859E0
1.531185683E1,-2.814147949E-2,8.232879639E-3,9.771230621E0
1.532190383E1,-3.023712158E-2,6.885681152E-3,9.770631866E0
1.533195083E1,-3.098556519E-2,2.993774414E-3,9.771829376E0
1.534199783E1,-2.335144043E-2,-1.945953369E-3,9.780361633E0
1.535204583E1,-2.604583740E-2,1.032852173E-2,9.771380310E0
1.536209283E1,-2.634521484E-2,6.885681152E-3,9.770631866E0
1.537213983E1,-2.125579834E-2,1.496887207E-4,9.767787781E0
1.538218683E1,-1.766326904E-2,5.239105225E-3,9.770781555E0
1.539223483E1,-3.457809448E-2,3.293151855E-3,9.777517548E0
1.540228183E1,-2.724334717E-2,4.340972900E-3,9.775571594E0
1.541232883E1,-1.706451416E-2,1.107696533E-2,9.782157898E0
1.542237583E1,-2.140548706E-2,5.089416504E-3,9.776769104E0
1.543242383E1,-2.514770508E-2,-1.796264648E-3,9.775421906E0
1.544247083E1,-2.679428101E-2,-2.694396973E-3,9.771380310E0
1.545251783E1,-3.203338623E-2,1.646575928E-3,9.771380310E0
1.546256583E1,-2.230361938E-2,8.532257080E-3,9.771080933E0
1.547261283E1,-2.933898926E-2,8.681945801E-3,9.779912567E0
1.548265983E1,-2.409988403E-2,9.131011963E-3,9.775122528E0
1.549270683E1,-2.380050659E-2,8.681945801E-3,9.774673462E0
1.550275483E1,-2.903961182E-2,5.987548828E-3,9.764344940E0
1.551280183E1,-1.646575928E-2,4.041595459E-3,9.775721283E0
1.552284883E1,-2.200424194E-2,9.430389404E-3,9.781259766E0
1.553289583E1,-3.203338623E-2,2.095642090E-3,9.776469727E0
1.554294383E1,-2.903961182E-2,2.395019531E-3,9.774823151E0
1.555299083E1,-2.634521484E-2,-2.245330811E-3,9.771829376E0
1.556303783E1,-3.323089600E-2,6.735992432E-3,9.769284668E0
1.557308483E1,-2.903961182E-2,5.538482666E-3,9.773625641E0
1.558313283E1,-2.260299683E-2,3.143463135E-3,9.783056030E0
1.559317983E1,-2.155517578E-2,7.185058594E-3,9.779164124E0
1.560322683E1,-2.170486450E-2,6.436614990E-3,9.774673462E0
1.561327483E1,-2.185455322E-2,5.987548828E-3,9.781110077E0
1.562332183E1,-2.694396973E-2,6.436614990E-3,9.777218170E0
1.563336883E1,-2.888992310E-2,1.197509766E-3,9.776020660E0
1.564341583E1,-2.709365845E-2,4.939727783E-3,9.776469727E0
1.565346383E1,-3.412902832E-2,5.388793945E-3,9.778415680E0
1.566351083E1,-2.559677124E-2,5.388793945E-3,9.777966614E0
1.567355783E1,-2.664459229E-2,1.197509766E-3,9.778265991E0
1.568360483E1,-3.188369751E-2,1.002914429E-2,9.772877197E0
1.569365283E1,-3.218307495E-2,9.280700684E-3,9.768536224E0
1.570369983E1,-2.963836670E-2,9.879455566E-3,9.766141205E0
1.571374683E1,-3.607498169E-2,4.490661621E-3,9.779463501E0
1.572379383E1,-2.993774414E-2,8.232879639E-3,9.774823151E0
1.573384183E1,-3.472778320E-2,5.987548828E-3,9.779762878E0
1.574388883E1,-2.185455322E-2,3.143463135E-3,9.770033112E0
1.575393583E1,-2.589614868E-2,5.987548828E-4,9.779762878E0
1.576398283E1,-3.128494263E-2,-1.646575928E-3,9.785301361E0
1.577403083E1,-3.487747192E-2,2.844085693E-3,9.781858521E0
1.578407783E1,-3.847000122E-2,4.191284180E-3,9.783355408E0
1.579412483E1,-2.918930054E-2,1.047821045E-2,9.778415680E0
1.580417283E1,-2.200424194E-2,4.191284180E-3,9.773026886E0
1.581421983E1,-3.367996216E-2,2.395019531E-3,9.777517548E0
1.582426683E1,-2.679428101E-2,7.484436035E-3,9.776918793E0
1.583431383E1,-3.203338623E-2,8.981323242E-4,9.769134979E0
1.584436183E1,-2.050735474E-2,8.831634521E-3,9.780361633E0
1.585440883E1,-2.215393066E-2,4.490661621E-3,9.776918793E0
1.586445583E1,-2.769241333E-2,-5.987548828E-4,9.773775330E0
1.587450283E1,-3.712280273E-2,5.688171387E-3,9.767638092E0
